Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1988,8,3,3,1014,1013,1057,1106,UA,429,NA,103,113,NA,-9,1,SYR,ORD,607,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1999,3,15,1,1831,1830,2042,2103,AA,2351,N1APAA,131,153,101,-21,1,ORD,DFW,802,19,11,0,NA,0,NA,NA,NA,NA,NA
1995,12,9,6,742,720,843,813,NW,1766,N90S,61,53,42,30,22,SBN,DTW,157,11,8,0,NA,0,NA,NA,NA,NA,NA
1988,5,17,2,1714,1516,1938,1739,AA,885,NA,204,203,NA,119,118,PHL,DFW,1302,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2001,10,12,5,1715,1650,1824,1800,HP,111,N334A,69,70,50,24,25,LAS,LAX,236,4,15,0,NA,0,NA,NA,NA,NA,NA
1997,1,14,2,2034,2035,2202,2214,NW,1458,N787NC,88,99,71,-12,-1,DTW,ORF,529,3,14,0,NA,0,NA,NA,NA,NA,NA
1990,5,6,7,1419,1400,1959,1930,AA,220,NA,220,210,NA,29,19,LAS,ORD,1515,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,4,6,1428,1415,1535,1530,PI,539,NA,67,75,NA,5,13,PVD,BWI,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1993,10,9,6,1726,1728,1914,1915,UA,386,NA,108,107,NA,-1,-2,MEM,ORD,491,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1996,12,16,1,1508,1510,2200,2155,DL,276,N513DA,232,225,212,5,-2,SAN,ATL,1891,7,13,0,NA,0,NA,NA,NA,NA,NA
1991,11,22,5,635,635,725,725,WN,220,NA,50,50,NA,0,0,AUS,DAL,189,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,10,4,4,1445,1451,1700,1708,OH,5540,N960CA,135,137,110,-8,-6,SAV,LGA,722,11,14,0,,0,0,0,0,0,0
1996,2,27,2,749,750,1137,1141,CO,568,N72825,168,171,150,-4,-1,IAH,BWI,1235,3,15,0,NA,0,NA,NA,NA,NA,NA
2004,1,30,5,1444,1445,1612,1621,DH,6257,N419FJ,88,96,70,-9,-1,RDU,JFK,426,8,10,0,,0,0,0,0,0,0
1996,5,3,5,1921,1920,2041,2038,UA,1201,N345UA,200,198,168,3,1,ATL,DEN,1199,5,27,0,NA,0,NA,NA,NA,NA,NA
1996,11,27,3,1400,1330,1807,1749,UA,1154,N346UA,127,139,108,18,30,DEN,IND,977,9,10,0,NA,0,NA,NA,NA,NA,NA
1995,11,11,6,1634,1600,1815,1753,NW,289,N767NC,101,113,80,22,34,EWR,DTW,487,11,10,0,NA,0,NA,NA,NA,NA,NA
1998,5,21,4,1331,1331,1928,1930,AA,1928,N438AA,237,239,221,-2,0,PDX,ORD,1739,5,11,0,NA,0,NA,NA,NA,NA,NA
2005,7,1,5,1931,1723,2235,2017,FL,831,N978AT,124,114,86,138,128,MDW,ATL,590,9,29,0,,0,0,0,10,0,128
1994,6,9,4,2035,2035,2216,2216,AA,173,NA,101,101,NA,0,0,RDU,TPA,587,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,6,15,5,1138,1140,1911,1907,DL,1460,N128DL,273,267,243,4,-2,SAN,ATL,1891,14,16,0,,0,0,0,0,0,0
1988,7,1,5,1500,1500,1612,1616,AA,362,NA,72,76,NA,-4,0,SFO,LAX,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,8,13,6,832,837,953,1006,AA,1521,N522AA,141,149,121,-13,-5,CMH,DFW,927,11,9,0,,0,0,0,0,0,0
1991,1,10,4,2044,2045,2143,2142,US,1119,NA,59,57,NA,1,-1,MCO,MIA,193,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2000,10,17,2,1737,1740,1935,1921,US,923,N852US,118,101,88,14,-3,DTW,CLT,500,8,22,0,NA,0,NA,NA,NA,NA,NA
2002,8,21,3,1215,1232,1326,1328,AS,39,N745AS,71,56,58,-2,-17,AKN,ANC,289,5,8,0,NA,0,NA,NA,NA,NA,NA
1992,4,2,4,1934,1935,2056,2105,US,723,NA,82,90,NA,-9,-1,BWI,CLT,361,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2002,11,11,1,2021,1955,2137,2115,MQ,4758,N723MQ,76,80,57,22,26,BWI,BOS,370,9,10,0,NA,0,NA,NA,NA,NA,NA
1987,10,5,1,1010,905,1054,1005,DL,749,NA,224,240,NA,49,65,ATL,LAS,1747,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2001,1,4,4,945,945,1036,1027,TW,641,N9624ã,111,102,86,9,0,ATL,STL,483,14,11,0,NA,0,NA,NA,NA,NA,NA
1996,5,25,6,1016,1005,1134,1120,WN,1399,N698,78,75,59,14,11,STL,BHM,410,4,15,0,NA,0,NA,NA,NA,NA,NA
2004,1,5,1,830,830,933,940,WN,2840,N524,63,70,50,-7,0,SJC,LAX,308,3,10,0,,0,0,0,0,0,0
2000,3,3,5,1622,1622,2046,2040,AS,160,N961AS,204,198,189,6,0,ANC,SEA,1449,4,11,0,NA,0,NA,NA,NA,NA,NA
1994,3,23,3,1255,1255,1540,1540,WN,1253,NA,105,105,NA,0,0,MDW,BWI,611,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,11,10,4,729,730,1142,1145,AA,1476,N4TYAA,193,195,171,-3,-1,PHX,ORD,1440,13,9,0,,0,0,0,0,0,0
1988,9,6,2,651,650,858,907,AA,72,NA,67,77,NA,-9,1,ORD,DTW,235,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2006,1,23,1,654,658,754,757,MQ,3782,N623AE,60,59,37,-3,-4,SHV,DFW,190,14,9,0,,0,0,0,0,0,0
2003,7,18,5,1917,1915,2129,2056,DL,1593,N947DL,132,101,83,33,2,ATL,PBI,545,6,43,0,,0,0,0,33,0,0
2005,11,22,2,1849,1705,2034,1815,B6,55,N585JB,105,70,56,139,104,BTV,JFK,267,4,45,0,,0,0,0,35,0,104
1996,2,6,2,1450,1450,1553,1605,WN,273,N55,63,75,57,-12,0,DAL,MSY,437,2,4,0,NA,0,NA,NA,NA,NA,NA
2006,7,23,7,1215,1217,1324,1333,NW,369,N521US,69,76,53,-9,-2,MKE,MSP,297,7,9,0,,0,0,0,0,0,0
2007,4,9,1,1105,1115,1239,1259,9E,5873,89089E,94,104,72,-20,-10,TYS,DTW,443,12,10,0,,0,0,0,0,0,0
1989,10,11,3,800,800,901,845,HP,1080,NA,61,45,NA,16,0,PHX,FLG,119,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2004,9,25,6,NA,1045,NA,1335,B6,1,0,NA,170,NA,NA,NA,JFK,FLL,1069,0,0,1,A,0,0,0,0,0,0
1998,9,28,1,850,855,955,1013,NW,353,N517US,65,78,49,-18,-5,MKE,MSP,297,7,9,0,NA,0,NA,NA,NA,NA,NA
2004,1,8,4,810,810,934,940,WN,720,N636,84,90,72,-6,0,LAS,OAK,407,2,10,0,,0,0,0,0,0,0
2007,6,10,7,2139,2135,2229,2232,OO,6081,N967SW,50,57,28,-3,4,ORD,SPI,174,6,16,0,,0,0,0,0,0,0
1997,4,21,1,2009,2000,2205,2142,US,615,N559AU,296,282,279,23,9,CLT,LAS,1916,5,12,0,NA,0,NA,NA,NA,NA,NA
2001,1,2,2,2055,2040,2220,2215,WN,1667,N105@@,85,95,67,5,15,STL,OKC,462,5,13,0,NA,0,NA,NA,NA,NA,NA
2006,4,15,6,832,833,923,922,OO,6135,N284YV,51,49,32,1,-1,LAX,SMX,135,4,15,0,,0,0,0,0,0,0
2001,1,2,2,1856,1745,20,2345,WN,518,N602@@,204,240,194,35,71,PHX,MCO,1848,2,8,0,NA,0,NA,NA,NA,NA,NA
2000,5,24,3,1420,1425,1500,1514,NW,899,N948L,40,49,32,-14,-5,DLH,MSP,144,3,5,0,NA,0,NA,NA,NA,NA,NA
1993,6,3,4,1331,1330,1429,1431,DL,1835,NA,58,61,NA,-2,1,BOS,LGA,185,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,8,11,6,1414,1405,1550,1550,WN,384,N777QC,96,105,82,0,9,PDX,OAK,543,6,8,0,,0,0,0,0,0,0
1989,5,16,2,NA,1452,NA,1545,DL,1533,NA,NA,113,NA,NA,NA,SLC,BUR,574,NA,NA,1,NA,0,NA,NA,NA,NA,NA
1999,7,18,7,736,730,949,959,CO,1105,N32725,133,149,111,-10,6,ORD,IAH,925,8,14,0,NA,0,NA,NA,NA,NA,NA
2003,5,21,3,1319,1326,1458,1501,AA,1489,N448AA,99,95,72,-3,-7,MSY,DFW,448,15,12,0,NA,0,NA,NA,NA,NA,NA
2005,8,21,7,850,850,914,925,WN,1352,N410,84,95,68,-11,0,TPA,MSY,487,4,12,0,,0,0,0,0,0,0
1998,6,14,7,2015,1820,2058,1924,NW,1267,N715RC,103,124,85,94,115,CLE,MSP,622,7,11,0,NA,0,NA,NA,NA,NA,NA
2004,8,2,1,1024,1027,1243,1255,NW,478,N343NW,139,148,125,-12,-3,DTW,TPA,983,3,11,0,,0,0,0,0,0,0
1988,6,14,2,2121,2130,2201,2213,US,523,NA,40,43,NA,-12,-9,MEM,BHM,211,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1992,4,25,6,840,840,1100,1104,US,1431,NA,140,144,NA,-4,0,PIT,TPA,873,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1995,6,9,5,950,950,1155,1147,UA,1092,N9032U,125,117,107,8,0,ORD,OKC,693,5,13,0,NA,0,NA,NA,NA,NA,NA
2005,12,21,3,1535,1535,2036,2040,WN,934,N226,181,185,174,-4,0,LAX,MCI,1363,2,5,0,,0,0,0,0,0,0
2003,2,9,7,856,900,1352,1413,UA,708,N335UA,176,193,157,-21,-4,DEN,IAD,1452,6,13,0,NA,0,NA,NA,NA,NA,NA
2007,10,21,7,1725,1625,1837,1730,WN,143,N389SW,72,65,42,67,60,LAS,LAX,236,12,18,0,,0,0,0,7,0,60
2006,2,15,3,912,910,1120,1122,OO,5804,N740SK,68,72,49,-2,2,ORD,CLE,316,6,13,0,,0,0,0,0,0,0
1996,6,10,1,1340,1330,1548,1540,WN,1768,N343,68,70,51,8,10,LAS,SLC,368,3,14,0,NA,0,NA,NA,NA,NA,NA
2004,9,30,4,1551,1545,1647,1648,OO,6450,N953SW,56,63,44,-1,6,SFO,SBA,262,3,9,0,,0,0,0,0,0,0
2006,6,3,6,2035,2010,2216,2150,WN,2903,N396SW,161,160,146,26,25,MCO,MDW,989,2,13,0,,0,0,0,1,0,25
1993,12,8,3,750,752,959,951,TW,76,NA,69,59,NA,8,-2,STL,IND,229,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2006,9,10,7,1747,1735,2025,2005,XE,3078,N14952,98,90,73,20,12,BNA,CLE,448,5,20,0,,0,0,0,8,0,12
1989,7,24,1,705,705,820,820,WN,275,NA,75,75,NA,0,0,DAL,MSY,437,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,8,4,4,1000,925,1205,1148,OH,5148,N814CA,125,143,105,17,35,PVD,CVG,722,3,17,0,,0,17,0,0,0,0
1989,11,12,7,810,810,917,910,US,1745,NA,67,60,NA,7,0,LEX,CLT,282,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,9,15,6,753,755,1312,1320,WN,109,N744SW,199,205,181,-8,-2,LAS,MDW,1521,5,13,0,,0,0,0,0,0,0
1992,8,21,5,646,645,720,724,DL,561,NA,34,39,NA,-4,1,CMH,CVG,116,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,9,22,4,1205,1140,1655,1559,CO,1832,N37293,230,199,181,56,25,IAH,LGA,1416,7,42,0,,0,0,25,31,0,0
2001,7,28,6,1606,1540,1715,1650,US,442,N426,69,70,45,25,26,PHL,PVD,238,6,18,0,NA,0,NA,NA,NA,NA,NA
2006,2,20,1,1951,1955,2123,2133,AS,70,N786AS,92,98,75,-10,-4,ANC,JNU,571,5,12,0,,0,0,0,0,0,0
1994,11,10,4,2248,2246,2332,2340,DL,425,NA,104,114,NA,-8,2,DFW,DEN,641,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2001,6,20,3,810,805,946,930,MQ,5122,#NAME?,96,85,50,16,5,BOS,JFK,187,15,31,0,NA,0,NA,NA,NA,NA,NA
1997,11,13,4,1609,1540,1714,1625,DL,1640,N995DL,65,45,31,49,29,ATL,AGS,143,8,26,0,NA,0,NA,NA,NA,NA,NA
2000,8,11,5,1037,1036,1123,1117,HP,2434,N304AW,46,41,25,6,1,PHX,TUS,110,4,17,0,NA,0,NA,NA,NA,NA,NA
1997,2,2,7,809,805,927,930,US,1494,N881US,78,85,69,-3,4,IND,DCA,499,3,6,0,NA,0,NA,NA,NA,NA,NA
2004,4,2,5,1750,1740,1950,2000,OH,5209,N523CA,120,140,77,-10,10,JFK,DTW,508,5,38,0,,0,0,0,0,0,0
1997,6,15,7,1744,1740,2036,2050,DL,2473,N313DL,172,190,147,-14,4,BOS,MCO,1121,6,19,0,NA,0,NA,NA,NA,NA,NA
1988,8,26,5,1504,1505,1531,1540,PI,595,NA,27,35,NA,-9,-1,TRI,CLT,120,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,2,20,3,703,700,810,814,HP,650,NA,67,74,NA,-4,3,ABQ,PHX,328,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2001,9,2,7,627,630,647,650,HP,620,N157A,140,140,127,-3,-3,ICT,PHX,870,3,10,0,NA,0,NA,NA,NA,NA,NA
1997,2,15,6,730,730,1052,1018,US,2238,N395US,202,168,174,34,0,LGA,MCO,950,7,21,0,NA,0,NA,NA,NA,NA,NA
1990,3,30,5,NA,900,NA,1004,UA,605,NA,NA,124,NA,NA,NA,DCA,ORD,612,NA,NA,1,NA,0,NA,NA,NA,NA,NA
2006,7,31,1,1004,1012,1313,1328,AS,68,N648AS,129,136,111,-15,-8,SIT,SEA,862,9,9,0,,0,0,0,0,0,0
2003,3,11,2,1735,1735,1828,1835,WN,1931,N90,53,60,46,-7,0,HOU,MSY,303,2,5,0,NA,0,NA,NA,NA,NA,NA
1989,4,2,7,900,850,1214,1214,NW,676,NA,134,144,NA,0,10,SLC,MSP,991,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,7,7,1338,1338,1508,1510,NW,475,NA,90,92,NA,-2,0,ORD,MEM,491,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,9,13,3,2310,2315,626,620,NW,582,NA,256,245,NA,6,-5,SEA,DTW,1927,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2000,2,21,1,955,956,1130,1127,US,1126,N622AU,95,91,78,3,-1,MCO,CLT,468,5,12,0,NA,0,NA,NA,NA,NA,NA
2006,4,4,2,1338,1345,1423,1445,XE,2288,N14505,45,60,34,-22,-7,DAY,CLE,162,4,7,0,,0,0,0,0,0,0
2005,4,26,2,NA,1828,NA,1955,DL,501,N903DL,NA,147,NA,NA,NA,ATL,SAT,874,0,0,1,B,0,0,0,0,0,0
1990,7,23,1,714,655,822,815,UA,315,NA,128,140,NA,7,19,IAH,DEN,861,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1995,6,24,6,1010,1010,1241,1225,US,144,N850US,151,135,120,16,0,MCO,PIT,834,10,21,0,NA,0,NA,NA,NA,NA,NA
1998,10,1,4,743,745,846,850,UA,988,N955UA,63,65,42,-4,-2,JFK,BOS,187,4,17,0,NA,0,NA,NA,NA,NA,NA
1991,8,2,5,900,900,1014,1020,AA,1033,NA,74,80,NA,-6,0,SJC,LAX,308,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1996,11,6,3,1531,1533,1621,1625,DL,304,N948DL,50,52,32,-4,-2,ATL,GSP,153,3,15,0,NA,0,NA,NA,NA,NA,NA
1996,7,12,5,1106,1100,1322,1323,CO,1102,N66734,136,143,117,-1,6,IAH,ORD,925,6,13,0,NA,0,NA,NA,NA,NA,NA
1993,9,24,5,1912,1915,1957,1956,UA,192,NA,45,41,NA,1,-3,KOA,HNL,163,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2003,4,20,7,1717,1730,1802,1816,MQ,3320,N261MQ,45,46,26,-14,-13,SAN,LAX,109,4,15,0,NA,0,NA,NA,NA,NA,NA
1992,9,1,2,1211,1210,1436,1438,US,848,NA,145,148,NA,-2,1,MCO,EWR,938,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2001,2,16,5,922,924,1058,1107,AA,1144,N2DBA1,96,103,78,-9,-2,DFW,HSV,603,5,13,0,NA,0,NA,NA,NA,NA,NA
1994,9,10,6,827,835,907,914,AS,51,NA,40,39,NA,-7,-8,OME,OTZ,183,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1992,5,15,5,1836,1840,1944,1948,US,543,NA,68,68,NA,-4,-4,ORH,PHL,242,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,8,16,4,1534,1520,1814,1755,MQ,4363,N696AE,100,95,72,19,14,ORD,CHA,501,3,25,0,,0,0,0,5,0,14
2007,2,24,6,954,955,1212,1216,UA,331,N523UA,258,261,228,-4,-1,ORD,SEA,1721,11,19,0,,0,0,0,0,0,0
1987,10,24,6,2245,2245,2339,2347,EA,718,NA,54,62,NA,-8,0,SAN,PHX,304,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,6,14,4,1118,1110,1308,1256,NW,633,N370NB,170,166,123,12,8,LGA,MEM,963,6,41,0,,0,0,0,0,0,0
1987,12,8,2,2320,2320,2352,2354,PS,1840,NA,32,34,NA,-2,0,LAX,SAN,109,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2006,6,12,1,1115,1120,1107,1120,WN,1474,N308SW,52,60,43,-13,-5,BOI,GEG,287,2,7,0,,0,0,0,0,0,0
1993,4,20,2,1206,1208,1327,1330,DL,929,NA,81,82,NA,-3,-2,ATL,MLB,443,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,8,22,4,1128,1130,1237,1244,US,676,NA,69,74,NA,-7,-2,RDU,PHL,336,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,6,2,6,2100,2100,2159,2202,XE,3153,N13935,59,62,39,-3,0,IAH,BTR,253,5,15,0,,0,0,0,0,0,0
2005,5,13,5,554,600,708,715,DL,1473,N236WA,74,75,42,-7,-6,CLT,ATL,227,18,14,0,,0,0,0,0,0,0
1989,10,23,1,2358,2355,738,725,HP,724,NA,280,270,NA,13,3,LAS,BWI,2106,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2004,5,25,2,1327,1330,1456,1446,XE,3243,N15932,89,76,52,10,-3,IAH,JAN,351,7,30,0,,0,0,0,0,0,0
2006,1,20,5,730,735,1015,1039,UA,520,N421UA,105,124,89,-24,-5,ORD,BDL,783,5,11,0,,0,0,0,0,0,0
1999,7,14,3,608,610,903,910,DL,361,N610DL,115,120,91,-7,-2,ORD,ATL,606,10,14,0,NA,0,NA,NA,NA,NA,NA
2006,7,17,1,1730,1735,1925,1931,OO,6641,N944SW,115,116,98,-6,-5,DEN,MSO,679,3,14,0,,0,0,0,0,0,0
1998,2,19,4,730,730,855,850,WN,199,N60,85,80,78,5,0,MCI,BNA,491,2,5,0,NA,0,NA,NA,NA,NA,NA
2001,4,24,2,1726,1735,1854,1905,US,275,N576,88,90,76,-11,-9,CMH,PHL,405,3,9,0,NA,0,NA,NA,NA,NA,NA
1992,1,28,2,1930,1930,2102,2114,AA,283,NA,92,104,NA,-12,0,BNA,ORD,409,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1999,10,16,6,1254,1235,2054,2040,CO,122,N12225,300,305,266,14,19,SEA,EWR,2401,10,24,0,NA,0,NA,NA,NA,NA,NA
1995,1,22,7,1010,1005,1252,1249,DL,1556,N902DE,102,104,83,3,5,TUL,ATL,674,5,14,0,NA,0,NA,NA,NA,NA,NA
2007,4,28,6,550,555,720,740,MQ,3532,N522AE,150,165,138,-20,-5,CLE,DFW,1021,4,8,0,,0,0,0,0,0,0
2003,2,13,4,730,730,838,840,WN,675,N649,68,70,57,-2,0,MSY,HOU,303,5,6,0,NA,0,NA,NA,NA,NA,NA
1988,10,19,3,1830,1830,1928,1929,PA (1),264,NA,58,59,NA,-1,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,7,16,2,708,710,834,835,AA,360,NA,86,85,NA,-1,-2,MFE,DFW,468,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1996,8,8,4,943,920,1038,1025,NW,1223,N287US,175,185,148,13,23,DTW,DEN,1123,7,20,0,NA,0,NA,NA,NA,NA,NA
2005,4,13,3,1254,1225,1458,1438,EV,4196,N932EV,64,73,56,20,29,PNS,TPA,330,2,6,0,,0,20,0,0,0,0
2002,8,25,7,732,645,850,815,MQ,4400,N724MQ,78,90,70,35,47,BGR,LGA,378,4,4,0,NA,0,NA,NA,NA,NA,NA
1995,3,25,6,57,59,453,507,UA,264,N373UA,176,188,165,-14,-2,PHX,ORD,1440,2,9,0,NA,0,NA,NA,NA,NA,NA
2007,7,1,7,1826,1820,1952,1945,MQ,4487,N681AE,86,85,62,7,6,ORD,BNA,409,8,16,0,,0,0,0,0,0,0
1988,5,12,4,1423,1423,1459,1509,EA,761,NA,36,46,NA,-10,0,ATL,GSP,153,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1994,11,18,5,630,630,823,825,WN,308,NA,53,55,NA,-2,0,LAS,PHX,256,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,12,3,1,701,655,908,925,WN,184,N237WN,247,270,222,-17,6,MDW,LAX,1750,15,10,0,,0,0,0,0,0,0
1995,8,31,4,1546,1545,2003,2017,AA,736,N550AA,197,212,174,-14,1,DFW,LGA,1389,9,14,0,NA,0,NA,NA,NA,NA,NA
2005,4,15,5,1519,1310,1751,1545,AS,631,N947AS,152,155,136,126,129,LAS,SEA,866,5,11,0,,0,4,0,0,0,122
1989,8,6,7,1234,1235,1353,1356,AA,545,NA,139,141,NA,-3,-1,ISP,ORD,773,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,8,2,2,1552,1557,1652,1700,MQ,4647,N804AE,60,63,43,-8,-5,DCA,RDU,227,3,14,0,,0,0,0,0,0,0
2001,2,19,1,715,645,903,835,WN,2374,N343@@,108,110,91,28,30,SEA,SMF,605,3,14,0,NA,0,NA,NA,NA,NA,NA
2003,10,8,3,814,815,1033,1037,AA,149,N5EBAA,319,322,283,-4,-1,IAD,LAX,2288,15,21,0,,0,0,0,0,0,0
2006,12,31,7,844,845,1428,1433,US,1540,N121UW,224,228,208,-5,-1,PHX,CLT,1774,5,11,0,,0,0,0,0,0,0
1999,10,25,1,842,845,1101,1116,AA,77,N623AA,319,331,297,-15,-3,IAD,LAX,2288,4,18,0,NA,0,NA,NA,NA,NA,NA
1988,7,14,4,724,725,822,810,UA,768,NA,58,45,NA,12,-1,JAN,MEM,189,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,9,17,6,1735,1741,1911,1926,OH,5721,N408CA,96,105,85,-15,-6,SAV,CVG,515,2,9,0,,0,0,0,0,0,0
1999,3,19,5,803,0,922,0,UA,492,N531UA,79,81,54,-4,-2,MCI,ORD,403,15,10,0,NA,0,NA,NA,NA,NA,NA
2004,4,6,2,1703,1708,1812,1825,AA,1769,N413AA,129,137,109,-13,-5,SDF,DFW,733,11,9,0,,0,0,0,0,0,0
1999,10,21,4,1329,1329,1614,1616,AA,745,N421AA,225,227,186,-2,0,LGA,DFW,1389,7,32,0,NA,0,NA,NA,NA,NA,NA
2000,2,1,2,1336,1340,1821,1800,AA,1168,N540AA,225,200,196,21,-4,PHX,ORD,1440,7,22,0,NA,0,NA,NA,NA,NA,NA
2003,3,13,4,1947,1845,2057,1942,XE,2736,N16520,70,57,38,75,62,IAH,SHV,192,8,24,0,NA,0,NA,NA,NA,NA,NA
1991,6,17,1,607,610,639,645,NW,1001,NA,32,35,NA,-6,-3,MBS,DTW,98,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2006,11,24,5,1252,1250,1418,1430,WN,2096,N414,86,100,75,-12,2,OAK,PDX,543,3,8,0,,0,0,0,0,0,0
1996,11,17,7,1335,1330,1427,1425,WN,1324,N80,52,55,40,2,5,TPA,FLL,197,4,8,0,NA,0,NA,NA,NA,NA,NA
1988,2,22,1,1259,1256,1627,1636,AA,874,NA,148,160,NA,-9,3,DFW,RIC,1158,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1994,4,28,4,1411,1415,1540,1535,NW,1159,NA,89,80,NA,5,-4,MEM,VPS,369,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1993,11,10,3,1519,1500,1611,1555,US,1469,NA,52,55,NA,16,19,MCO,MIA,193,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,3,21,2,950,950,1305,1255,NW,242,NA,195,185,NA,10,0,DTW,FLL,1127,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1993,7,11,7,1712,1707,1802,1757,UA,1621,NA,110,110,NA,5,5,GSO,ORD,590,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,3,19,6,1030,1030,1306,1256,OH,5033,N931CA,96,86,74,10,0,BHM,CVG,396,3,19,0,,0,0,0,0,0,0
2000,9,24,7,1428,1420,2127,2206,CO,1926,N39728,239,286,220,-39,8,PHX,EWR,2133,5,14,0,NA,0,NA,NA,NA,NA,NA
1994,9,10,6,1249,1250,1542,1556,DL,1878,NA,113,126,NA,-14,-1,ORD,JFK,740,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2000,10,3,2,2034,2040,2140,2155,US,144,N609AU,66,75,52,-15,-6,CLT,DCA,331,2,12,0,NA,0,NA,NA,NA,NA,NA
1997,9,8,1,910,911,1136,1149,AA,1635,N2BAAA,146,158,127,-13,-1,MSP,DFW,852,11,8,0,NA,0,NA,NA,NA,NA,NA
2000,5,1,1,644,645,805,806,HP,650,N169AW,81,81,63,-1,-1,PHX,SNA,338,5,13,0,NA,0,NA,NA,NA,NA,NA
2004,10,12,2,849,849,1011,1012,OO,6518,N910SW,82,83,58,-1,0,LAX,PHX,370,4,20,0,,0,0,0,0,0,0
1994,9,1,4,759,800,1125,1118,CO,566,NA,146,138,NA,7,-1,IAH,MCO,853,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,5,2,2,1329,1330,1408,1400,NW,1483,NA,39,30,NA,8,-1,DTW,LAN,74,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2001,7,24,2,1851,1852,2154,2208,CO,1880,N39343,123,136,106,-14,-1,IAH,RSW,861,4,13,0,NA,0,NA,NA,NA,NA,NA
1994,1,17,1,1048,1047,1307,1301,TW,556,NA,79,74,NA,6,1,STL,DAY,338,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2006,7,9,7,1844,1845,2102,2105,NW,1969,N320US,78,80,59,-3,-1,MEM,IND,381,9,10,0,,0,0,0,0,0,0
1988,2,12,5,1316,1255,1413,1402,UA,777,NA,57,67,NA,11,21,ORD,DSM,299,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2000,5,19,5,2246,2220,2257,2244,DL,2191,N750AT,71,84,53,13,26,SLC,LAS,368,7,11,0,NA,0,NA,NA,NA,NA,NA
2003,12,15,1,1739,1744,1816,1824,AS,67,N705AS,37,40,21,-8,-5,SIT,JNU,95,4,12,0,,0,0,0,0,0,0
2000,10,13,5,1735,1740,2216,2137,AA,1218,N083AA,281,237,254,39,-5,SJU,BOS,1674,9,18,0,NA,0,NA,NA,NA,NA,NA
